Date,Time,Latitude,Longitude,Temperature,Salinity,pH
2016.3.6,14:31,37.594123,121.410338,7.3916,31.28572,8.2789
2016.3.6,14:32,37.594158,121.410303,6.736467,31.311367,8.2789
2016.3.6,14:33,37.59424,121.410202,6.4483,31.3258,8.2789
2016.3.6,14:34,37.593975,121.410655,6.296233,31.334133,8.2789
2016.3.6,14:35,37.59341,121.411658,6.140967,31.334967,8.2789
2016.3.6,14:36,37.592432,121.412452,5.9807,31.335433,8.2789
2016.3.6,14:37,37.59111,121.412952,5.887,31.3469,8.2789
2016.3.6,14:38,37.589548,121.413193,5.8459,31.354367,8.2789
2016.3.6,14:39,37.587878,121.413357,5.731567,31.348933,8.2789
2016.3.6,14:40,37.585873,121.413557,5.600767,31.349033,8.2789
2016.3.6,14:41,37.583892,121.413743,5.512833,31.350033,8.2789
2016.3.6,14:42,37.581727,121.413995,5.448867,31.349267,8.2789
2016.3.6,14:43,37.579518,121.414393,5.397733,31.352667,8.2789
2016.3.6,14:44,37.57749,121.415513,5.318033,31.356033,8.2789
2016.3.6,14:45,37.575857,121.417323,5.259733,31.360367,8.2789
2016.3.6,14:46,37.57536,121.419978,5.209933,31.3632,8.2789
2016.3.6,14:47,37.574993,121.422807,5.2172,31.366333,8.2789
2016.3.6,14:48,37.575478,121.425542,5.158167,31.367933,8.2789
2016.3.6,14:49,37.576985,121.4277,5.135967,31.372333,8.2789
2016.3.6,14:50,37.578887,121.429623,5.126533,31.368267,8.2789
2016.3.6,14:51,37.580812,121.431723,5.040733,31.3733,8.2789
2016.3.6,14:52,37.5827,121.433965,4.975667,31.3801,8.2789
2016.3.6,14:53,37.58466,121.436448,4.909333,31.387733,8.2789
2016.3.6,14:54,37.58675,121.438898,4.849767,31.3922,8.2789
2016.3.6,14:55,37.588955,121.4412,4.868167,31.3899,8.2789
2016.3.6,14:56,37.59128,121.44347,4.8363,31.386433,8.2789
2016.3.6,14:57,37.593582,121.445598,4.768333,31.391633,8.2789
2016.3.6,14:58,37.595853,121.447367,4.7129,31.393,8.2789
2016.3.6,14:59,37.598562,121.448548,4.63,31.395833,8.2789
2016.3.6,15:00,37.601208,121.449347,4.560767,31.400067,8.2789
2016.3.6,15:01,37.603963,121.449963,4.522133,31.4044,8.2789
2016.3.6,15:02,37.606902,121.450527,4.527667,31.404733,8.2789
2016.3.6,15:03,37.609828,121.451138,4.5278,31.399133,8.2789
2016.3.6,15:04,37.612678,121.451728,4.5134,31.396167,8.2789
2016.3.6,15:05,37.61543,121.452768,4.4793,31.3949,8.2789
2016.3.6,15:06,37.618193,121.452943,4.421633,31.3946,8.2789
2016.3.6,15:07,37.620985,121.452862,4.3522,31.3949,8.2789
2016.3.6,15:08,37.623953,121.452855,4.3121,31.401167,8.2789
2016.3.6,15:09,37.62702,121.453133,4.3506,31.408233,8.2789
2016.3.6,15:10,37.629905,121.453472,4.390967,31.405067,8.2789
2016.3.6,15:11,37.632902,121.453788,4.3744,31.400533,8.2789
2016.3.6,15:12,37.635888,121.454197,4.3362,31.400667,8.2789
2016.3.6,15:13,37.638898,121.454462,4.301033,31.398733,8.2789
2016.3.6,15:14,37.641895,121.4548,4.2647,31.396833,8.2789
2016.3.6,15:15,37.644888,121.455163,4.214533,31.396933,8.2789
2016.3.6,15:16,37.647862,121.455545,4.207933,31.3985,8.2789
2016.3.6,15:17,37.650943,121.455938,4.191233,31.3981,8.2789
2016.3.6,15:18,37.653845,121.456425,4.175467,31.3981,8.2789
2016.3.6,15:19,37.656648,121.45684,4.1527,31.397867,8.2789
2016.3.6,15:20,37.659688,121.457202,4.142967,31.401933,8.2789
2016.3.6,15:21,37.662608,121.457722,4.128633,31.402633,8.2789
2016.3.6,15:22,37.665388,121.458378,4.1271,31.403567,8.2789
2016.3.6,15:23,37.66824,121.459122,4.1067,31.407567,8.2789
2016.3.6,15:24,37.671143,121.459597,4.083567,31.409033,8.2789
2016.3.6,15:25,37.674065,121.460132,4.0264,31.415,8.2789
2016.3.6,15:26,37.676968,121.460862,4.041133,31.418767,8.2789
2016.3.6,15:27,37.679875,121.461535,4.060033,31.420367,8.2789
2016.3.6,15:28,37.682883,121.46223,4.043533,31.425933,8.2789
2016.3.6,15:29,37.68579,121.462973,4.0383,31.4307,8.2789
2016.3.6,15:30,37.688698,121.463592,4.031167,31.433633,8.2789
2016.3.6,15:31,37.691523,121.464227,4.013833,31.444833,8.2789
2016.3.6,15:32,37.694517,121.464908,4.025833,31.449167,8.2789
2016.3.6,15:33,37.697317,121.46547,4.0252,31.453367,8.2789
2016.3.6,15:34,37.700303,121.466085,4.0068,31.471533,8.2789
2016.3.6,15:35,37.703078,121.466757,3.999033,31.4901,8.2789
2016.3.6,15:36,37.705978,121.46732,3.991067,31.507333,8.2789
2016.3.6,15:37,37.70886,121.467905,3.9934,31.527033,8.2789
2016.3.6,15:38,37.711697,121.468582,4.005,31.541267,8.2789
2016.3.6,15:39,37.714605,121.469,4.029433,31.553467,8.2789
2016.3.6,15:40,37.71747,121.469728,4.022167,31.564133,8.2789
2016.3.6,15:41,37.72028,121.470663,4.038767,31.583867,8.2789
2016.3.6,15:42,37.723093,121.471518,4.080467,31.6087,8.2789
