Date,Time,Latitude,Longitude,Temperature,Salinity,pH
2016.4.14,5:31,39.023365,121.747988,11.363867,31.888933,7.860833
2016.4.14,5:32,39.02265,121.749017,10.921433,31.8791,7.9599
2016.4.14,5:33,39.021803,121.750163,10.634467,31.8759,8.046
2016.4.14,5:34,39.020815,121.751467,10.442767,31.8744,8.0947
2016.4.14,5:35,39.019708,121.752705,10.354233,31.870333,8.117267
2016.4.14,5:36,39.018365,121.754022,10.327067,31.8461,8.1483
2016.4.14,5:37,39.01693,121.755147,10.400033,31.818133,8.141667
2016.4.14,5:38,39.015333,121.756352,10.3709,31.802133,8.1648
2016.4.14,5:39,39.013718,121.757585,10.365933,31.798267,8.183767
2016.4.14,5:40,39.012075,121.758835,10.371967,31.794767,8.1907
2016.4.14,5:41,39.010287,121.76019,10.3893,31.792067,8.187333
2016.4.14,5:42,39.00855,121.761472,10.412867,31.7844,8.184567
2016.4.14,5:43,39.006662,121.762843,10.4264,31.7762,8.1809
2016.4.14,5:44,39.004765,121.764278,10.426233,31.772933,8.181467
2016.4.14,5:45,39.002757,121.765747,10.435833,31.767967,8.1786
2016.4.14,5:46,39.000795,121.76717,10.4532,31.761433,8.1744
2016.4.14,5:47,38.998777,121.767988,10.469967,31.756533,8.172467
2016.4.14,5:48,38.996668,121.767573,10.461367,31.756833,8.176233
2016.4.14,5:49,38.994503,121.7671,10.456333,31.755767,8.178867
2016.4.14,5:50,38.992323,121.76653,10.446433,31.756867,8.1797
2016.4.14,5:51,38.990033,121.765928,10.4369,31.7561,8.1806
2016.4.14,5:52,38.987863,121.765393,10.420433,31.7554,8.185733
2016.4.14,5:53,38.985597,121.764833,10.4136,31.7562,8.1897
2016.4.14,5:54,38.98329,121.764152,10.4036,31.7594,8.1945
2016.4.14,5:55,38.980955,121.763513,10.4132,31.7608,8.194467
2016.4.14,5:56,38.978493,121.762905,10.3942,31.761067,8.199433
2016.4.14,5:57,38.976177,121.762627,10.377067,31.769267,8.201933
2016.4.14,5:58,38.973667,121.76256,10.3439,31.787767,8.2163
2016.4.14,5:59,38.971167,121.762447,10.2652,31.807867,8.249167
2016.4.14,6:00,38.968642,121.762332,10.173333,31.822,8.2775
2016.4.14,6:01,38.96623,121.762272,10.120621,31.835552,8.289241
2016.4.14,6:02,38.963742,121.762183,10.100433,31.834467,8.292133
2016.4.14,6:03,38.961167,121.762102,10.040367,31.843867,8.297533
2016.4.14,6:04,38.9585,121.762017,10.024867,31.849233,8.296667
2016.4.14,6:05,38.955917,121.761975,9.963467,31.852467,8.307533
2016.4.14,6:06,38.953308,121.76186,9.937933,31.8586,8.311367
2016.4.14,6:07,38.950693,121.761733,9.9035,31.864467,8.3153
2016.4.14,6:08,38.948095,121.761438,9.877067,31.8647,8.317933
2016.4.14,6:09,38.94548,121.761145,9.7757,31.873167,8.328567
2016.4.14,6:10,38.942853,121.760893,9.706033,31.877867,8.332467
2016.4.14,6:11,38.94031,121.760662,9.580433,31.885733,8.3407
2016.4.14,6:12,38.937578,121.760372,9.494233,31.890967,8.343167
2016.4.14,6:13,38.935045,121.759942,9.464733,31.8973,8.339667
2016.4.14,6:14,38.932467,121.759585,9.451133,31.898767,8.339033
2016.4.14,6:15,38.929885,121.75934,9.404467,31.897333,8.341133
2016.4.14,6:16,38.927257,121.759113,9.230767,31.9102,8.3493
2016.4.14,6:17,38.924532,121.75886,9.163433,31.916767,8.3446
2016.4.14,6:18,38.921877,121.758563,9.091567,31.920467,8.3506
2016.4.14,6:19,38.919317,121.758507,9.0137,31.9224,8.349067
2016.4.14,6:20,38.916573,121.758338,8.8953,31.927,8.3527
2016.4.14,6:21,38.913882,121.758188,8.8054,31.935167,8.3536
2016.4.14,6:22,38.91128,121.758062,8.709433,31.943067,8.3562
2016.4.14,6:23,38.908585,121.757878,8.656033,31.9497,8.360233
2016.4.14,6:24,38.905773,121.75763,8.660967,31.9499,8.3596
2016.4.14,6:25,38.903155,121.757425,8.6643,31.9486,8.361433
2016.4.14,6:26,38.900352,121.757143,8.610033,31.955167,8.3624
2016.4.14,6:27,38.897598,121.75703,8.5522,31.9568,8.3642
2016.4.14,6:28,38.894957,121.756767,8.493167,31.9679,8.3637
2016.4.14,6:29,38.892133,121.756482,8.45,31.970233,8.365533
2016.4.14,6:30,38.889507,121.756525,8.437867,31.972733,8.367533
2016.4.14,6:31,38.8867,121.756412,8.416267,31.975833,8.3693
2016.4.14,6:32,38.884032,121.756382,8.414567,31.9763,8.3704
2016.4.14,6:33,38.881298,121.756358,8.4163,31.983133,8.369867
2016.4.14,6:34,38.878447,121.756278,8.393333,31.9903,8.369667
2016.4.14,6:35,38.875815,121.756267,8.356133,31.990333,8.3733
2016.4.14,6:36,38.873082,121.75623,8.315167,31.9939,8.374467
2016.4.14,6:37,38.870335,121.756092,8.313033,31.995233,8.374367
2016.4.14,6:38,38.86762,121.756012,8.303467,31.993833,8.375167
2016.4.14,6:39,38.864898,121.755987,8.336033,31.995033,8.3749
2016.4.14,6:40,38.862088,121.755918,8.309133,31.999233,8.3761
2016.4.14,6:41,38.859362,121.756,8.3052,32.002767,8.375433
2016.4.14,6:42,38.856757,121.75608,8.275967,32.0031,8.377567
2016.4.14,6:43,38.853965,121.756003,8.27,32.007167,8.3769
2016.4.14,6:44,38.851342,121.755918,8.2767,32.0071,8.376767
2016.4.14,6:45,38.848652,121.755825,8.2877,32.005967,8.376933
2016.4.14,6:46,38.84589,121.755757,8.3162,32.007667,8.376533
2016.4.14,6:47,38.843335,121.755743,8.314567,32.008967,8.376367
2016.4.14,6:48,38.840662,121.755385,8.306267,32.012367,8.3761
2016.4.14,6:49,38.838028,121.754402,8.3082,32.014133,8.376667
2016.4.14,6:50,38.835383,121.753285,8.311767,32.013567,8.377467
2016.4.14,6:51,38.832832,121.7529,8.297667,32.014367,8.3783
2016.4.14,6:52,38.830117,121.752135,8.248567,32.0172,8.378933
2016.4.14,6:53,38.827533,121.751545,8.2498,32.018933,8.3782
2016.4.14,6:54,38.824863,121.750873,8.2245,32.0176,8.379533
2016.4.14,6:55,38.822182,121.750235,8.1773,32.019333,8.3797
2016.4.14,6:56,38.819488,121.74965,8.1715,32.021,8.381
2016.4.14,6:57,38.816802,121.74912,8.184133,32.022567,8.3808
2016.4.14,6:58,38.814093,121.7486,8.217933,32.022767,8.379433
2016.4.14,6:59,38.811303,121.748022,8.254133,32.021167,8.377933
2016.4.14,7:00,38.808615,121.747453,8.267,32.020633,8.378767
2016.4.14,7:01,38.805872,121.746882,8.239533,32.021867,8.379133
2016.4.14,7:02,38.803227,121.745943,8.213067,32.0229,8.3815
2016.4.14,7:03,38.800603,121.745322,8.166967,32.023067,8.3816
2016.4.14,7:04,38.798142,121.745395,8.093533,32.022,8.3846
2016.4.14,7:05,38.795565,121.745637,8.047933,32.026967,8.3868
2016.4.14,7:06,38.792893,121.745945,8.076867,32.0249,8.385367
2016.4.14,7:07,38.79029,121.746143,8.053033,32.022,8.385833
2016.4.14,7:08,38.787747,121.746463,7.986433,32.022533,8.387767
2016.4.14,7:09,38.785245,121.74707,7.938533,32.026267,8.389867
2016.4.14,7:10,38.782685,121.747118,7.985933,32.027967,8.388733
2016.4.14,7:11,38.780163,121.745752,8.063,32.027133,8.386833
2016.4.14,7:12,38.777695,121.74472,8.103867,32.0237,8.386533
2016.4.14,7:13,38.775112,121.743962,8.0704,32.022833,8.388733
2016.4.14,7:14,38.77245,121.74309,8.040667,32.0267,8.3907
2016.4.14,7:15,38.76987,121.742405,8.091833,32.0286,8.3898
2016.4.14,7:16,38.767305,121.742013,8.113433,32.0263,8.389233
2016.4.14,7:17,38.764625,121.741482,8.125067,32.029333,8.388967
2016.4.14,7:18,38.761918,121.74073,8.156167,32.028867,8.3887
2016.4.14,7:19,38.759253,121.740145,8.183567,32.0297,8.387567
2016.4.14,7:20,38.756555,121.739295,8.1705,32.0287,8.389133
2016.4.14,7:21,38.754007,121.738665,8.1464,32.031,8.388967
2016.4.14,7:22,38.75135,121.737978,8.1404,32.032967,8.3896
2016.4.14,7:23,38.748722,121.737248,8.1352,32.032967,8.391333
2016.4.14,7:24,38.746135,121.736602,8.159367,32.032233,8.390333
2016.4.14,7:25,38.74341,121.735893,8.149867,32.0336,8.390667
2016.4.14,7:26,38.74076,121.735285,8.154533,32.031967,8.3908
2016.4.14,7:27,38.738125,121.734623,8.148933,32.031667,8.391633
2016.4.14,7:28,38.735522,121.733995,8.142567,32.034,8.391767
2016.4.14,7:29,38.732923,121.733397,8.166267,32.032333,8.391833
2016.4.14,7:30,38.73028,121.732662,8.167833,32.033967,8.393167
2016.4.14,7:31,38.727572,121.731957,8.183433,32.033967,8.392433
2016.4.14,7:32,38.724982,121.731348,8.2323,32.0365,8.391233
2016.4.14,7:33,38.72242,121.730525,8.306,32.036767,8.391
2016.4.14,7:34,38.719848,121.729757,8.349533,32.038433,8.391
2016.4.14,7:35,38.71718,121.729185,8.367933,32.039,8.393667
2016.4.14,7:36,38.7146,121.728632,8.385267,32.043433,8.393133
2016.4.14,7:37,38.711943,121.727982,8.4163,32.051,8.3952
2016.4.14,7:38,38.709335,121.727418,8.456367,32.0529,8.395767
2016.4.14,7:39,38.706577,121.72689,8.4877,32.0618,8.396767
2016.4.14,7:40,38.703962,121.726263,8.5271,32.069067,8.399467
2016.4.14,7:41,38.701243,121.725607,8.572033,32.071633,8.4012
2016.4.14,7:42,38.698702,121.725007,8.623633,32.0759,8.4017
2016.4.14,7:43,38.696067,121.72436,8.680433,32.081967,8.4028
2016.4.14,7:44,38.69334,121.72394,8.7169,32.088633,8.404733
2016.4.14,7:45,38.690767,121.72334,8.749,32.095067,8.405833
2016.4.14,7:46,38.688212,121.722758,8.781067,32.0963,8.4059
2016.4.14,7:47,38.685582,121.722173,8.806033,32.0996,8.4078
2016.4.14,7:48,38.682968,121.721513,8.8281,32.103233,8.408967
2016.4.14,7:49,38.680435,121.720643,8.862467,32.1044,8.4083
2016.4.14,7:50,38.678018,121.720713,8.907733,32.1069,8.408933
2016.4.14,7:51,38.675458,121.720148,8.9382,32.110933,8.4095
2016.4.14,7:52,38.672963,121.719205,8.971333,32.113,8.4088
2016.4.14,7:53,38.670443,121.718553,8.9867,32.1138,8.4115
2016.4.14,7:54,38.667852,121.717965,9.0099,32.1174,8.4118
2016.4.14,7:55,38.665317,121.71744,9.040667,32.1175,8.4113
2016.4.14,7:56,38.66271,121.716642,9.070967,32.118,8.410533
2016.4.14,7:57,38.660192,121.71602,9.083267,32.116967,8.410567
2016.4.14,7:58,38.657513,121.715452,9.090433,32.1162,8.4113
2016.4.14,7:59,38.655025,121.714733,9.093167,32.118067,8.4108
2016.4.14,8:00,38.652357,121.71393,9.115,32.117,8.410433
2016.4.14,8:01,38.649782,121.713425,9.1422,32.1154,8.410433
2016.4.14,8:02,38.647253,121.712595,9.155467,32.117367,8.411033
2016.4.14,8:03,38.644717,121.711773,9.172033,32.1191,8.411067
2016.4.14,8:04,38.64204,121.711238,9.151767,32.120133,8.415133
2016.4.14,8:05,38.639527,121.710645,9.1521,32.1209,8.412967
2016.4.14,8:06,38.636957,121.709817,9.1532,32.119033,8.412067
2016.4.14,8:07,38.634382,121.708923,9.160667,32.117367,8.412767
2016.4.14,8:08,38.631752,121.708292,9.155267,32.1171,8.4124
2016.4.14,8:09,38.629168,121.70797,9.160067,32.116767,8.412167
2016.4.14,8:10,38.626585,121.707288,9.166533,32.1154,8.412567
2016.4.14,8:11,38.624013,121.706697,9.173467,32.1142,8.412067
2016.4.14,8:12,38.62133,121.706038,9.1833,32.1129,8.412667
2016.4.14,8:13,38.618768,121.705472,9.2052,32.113467,8.410767
2016.4.14,8:14,38.61616,121.704658,9.211433,32.1131,8.411533
2016.4.14,8:15,38.613643,121.703752,9.221067,32.111467,8.411167
2016.4.14,8:16,38.611028,121.702955,9.2243,32.109,8.411367
2016.4.14,8:17,38.608538,121.702055,9.220133,32.1091,8.4104
2016.4.14,8:18,38.60594,121.701297,9.222967,32.108967,8.4107
2016.4.14,8:19,38.603438,121.700617,9.206467,32.109467,8.412633
2016.4.14,8:20,38.600857,121.699925,9.209133,32.109333,8.4112
2016.4.14,8:21,38.59828,121.699268,9.2155,32.107667,8.411033
2016.4.14,8:22,38.595678,121.698535,9.223833,32.1059,8.410233
2016.4.14,8:23,38.593147,121.697887,9.223033,32.1055,8.4107
2016.4.14,8:24,38.590568,121.697305,9.2286,32.105367,8.410833
2016.4.14,8:25,38.587973,121.696787,9.2428,32.104033,8.4108
2016.4.14,8:26,38.585292,121.696223,9.2315,32.101067,8.410267
2016.4.14,8:27,38.582727,121.695492,9.228533,32.100333,8.410767
2016.4.14,8:28,38.580327,121.694653,9.2176,32.1001,8.410767
2016.4.14,8:29,38.577687,121.694115,9.2312,32.100533,8.410033
2016.4.14,8:30,38.575127,121.693603,9.266667,32.098333,8.409767
2016.4.14,8:31,38.572602,121.69308,9.2828,32.098633,8.4096
2016.4.14,8:32,38.570062,121.692387,9.308833,32.0969,8.408533
2016.4.14,8:33,38.567518,121.691658,9.331767,32.0966,8.408467
2016.4.14,8:34,38.564945,121.691097,9.3305,32.093667,8.4091
2016.4.14,8:35,38.562407,121.690548,9.345567,32.094,8.4094
2016.4.14,8:36,38.559945,121.69,9.346167,32.0932,8.409333
2016.4.14,8:37,38.557343,121.689352,9.356233,32.089767,8.409233
2016.4.14,8:38,38.5548,121.688735,9.3396,32.089133,8.409767
2016.4.14,8:39,38.552145,121.68813,9.3319,32.0882,8.4101
2016.4.14,8:40,38.549687,121.687398,9.319067,32.087133,8.411867
2016.4.14,8:41,38.547177,121.686522,9.315767,32.0873,8.410867
2016.4.14,8:42,38.54461,121.685878,9.328567,32.087933,8.411533
2016.4.14,8:43,38.541998,121.685372,9.339367,32.088233,8.4112
2016.4.14,8:44,38.53949,121.684843,9.371567,32.086767,8.409967
2016.4.14,8:45,38.536865,121.684262,9.3676,32.0863,8.410733
2016.4.14,8:46,38.534288,121.683555,9.377433,32.086533,8.410433
2016.4.14,8:47,38.531728,121.682783,9.3889,32.085433,8.4106
2016.4.14,8:48,38.529163,121.681902,9.4014,32.086,8.410533
2016.4.14,8:49,38.526583,121.681192,9.412033,32.0828,8.411033
2016.4.14,8:50,38.52411,121.680437,9.391933,32.082,8.411633
2016.4.14,8:51,38.521592,121.679538,9.4093,32.082467,8.4117
2016.4.14,8:52,38.519098,121.678768,9.4246,32.080667,8.4113
2016.4.14,8:53,38.516428,121.677962,9.448467,32.079533,8.410367
2016.4.14,8:54,38.513967,121.67735,9.4548,32.077367,8.410267
2016.4.14,8:55,38.51139,121.676762,9.459167,32.0758,8.410733
2016.4.14,8:56,38.508835,121.676213,9.473967,32.075867,8.410433
2016.4.14,8:57,38.506335,121.675667,9.4752,32.074467,8.411
2016.4.14,8:58,38.503732,121.675102,9.490133,32.073467,8.4107
2016.4.14,8:59,38.501173,121.67458,9.5087,32.073033,8.410233
2016.4.14,9:00,38.498682,121.67411,9.519233,32.0713,8.411033
2016.4.14,9:01,38.496145,121.673543,9.5301,32.070733,8.410167
2016.4.14,9:02,38.493537,121.672855,9.556667,32.070167,8.409567
2016.4.14,9:03,38.491013,121.672302,9.5832,32.069933,8.409633
2016.4.14,9:04,38.488563,121.671803,9.5975,32.069067,8.409
2016.4.14,9:05,38.485935,121.67121,9.615433,32.069,8.408933
2016.4.14,9:06,38.483402,121.67067,9.635633,32.068333,8.408933
2016.4.14,9:07,38.480952,121.670142,9.6521,32.068133,8.408467
2016.4.14,9:08,38.478388,121.669573,9.6662,32.066433,8.4081
2016.4.14,9:09,38.475758,121.66896,9.6646,32.066667,8.4088
2016.4.14,9:10,38.473288,121.668433,9.675533,32.0655,8.4092
2016.4.14,9:11,38.470745,121.668038,9.6735,32.064967,8.409633
2016.4.14,9:12,38.468135,121.66744,9.661567,32.064433,8.409733
2016.4.14,9:13,38.46568,121.666743,9.657033,32.0627,8.409967
2016.4.14,9:14,38.463242,121.666063,9.654133,32.0639,8.410433
2016.4.14,9:15,38.460777,121.665415,9.664367,32.062967,8.4109
